en,zh_correct,zh_translate_tool1,zh_status_tool1,pinyin_trans_tool1,pinyin_meaning_tool1,g2pc_pos_tool1,g2pc_tones_tool1,g2pc_meaning_tool1,g2pm_tone_tool1
trishav,,,,,,,,,
trishaan,,,,,,,,,
trishar,,,,,,,,,
trishanku,,,,,,,,,
trishank,,,,,,,,,
trishana,,,,,,,,,
trishan,,,,,,,,,
trishali,,,,,,,,,
trishona,,,,,,,,,
trishukra,,,,,,,,,
trishulank,,,,,,,,,
trishulin,,,,,,,,,
trishulini,,,,,,,,,
trisna,,,,,,,,,
trisnya,,,,,,,,,
tritha,,,,,,,,,
triti,,,,,,,,,
trivash,,,,,,,,,
trived,,,,,,,,,
trivena,,,,,,,,,
triveni,,,,,,,,,
trivesh,,,,,,,,,
trivid,,,,,,,,,
trividya,,,,,,,,,
trivikram,,,,,,,,,
trishala,,,,,,,,,
trish,,,,,,,,,
triweni,,,,,,,,,
trinak,,,,,,,,,
trinesha,,,,,,,,,
trinayani,,,,,,,,,
trinayan,,,,,,,,,
trinath,,,,,,,,,
trinanku,,,,,,,,,
trinamani,,,,,,,,,
trinabh,,,,,,,,,
trirav,,,,,,,,,
trimurti,,,,,,,,,
trimala,,,,,,,,,
trimaan,,,,,,,,,
trilokya,,,,,,,,,
triloksha,,,,,,,,,
triloknath,,,,,,,,,
trinetra,,,,,,,,,
trinisha,,,,,,,,,
tripa,,,,,,,,,
triparna,,,,,,,,,
tripathaga,,,,,,,,,
tript,,,,,,,,,
tripta,,,,,,,,,
tripthirao,,,,,,,,,
tripti,,,,,,,,,
tripura,,,,,,,,,
tripuraari,,,,,,,,,
tripurajit,,,,,,,,,
tripurasundari,,,,,,,,,
tripuri,,,,,,,,,
tripushkar,,,,,,,,,
triput,,,,,,,,,
triputa,,,,,,,,,
trivisha,,,,,,,,,
triya,,,,,,,,,
thenmoli,,,,,,,,,
tungeshwar,,,,,,,,,
turanyu,,,,,,,,,
turag,,,,,,,,,
tunisha,,,,,,,,,
tungishwar,,,,,,,,,
tungish,,,,,,,,,
tungi,,,,,,,,,
tungesh,,,,,,,,,
tulsikumar,,,,,,,,,
tungashail,,,,,,,,,
tungar,,,,,,,,,
tunganath,,,,,,,,,
tunava,,,,,,,,,
tunav,,,,,,,,,
tulsy,,,,,,,,,
turvash,,,,,,,,,
turvasu,,,,,,,,,
turvayan,,,,,,,,,
turviti,,,,,,,,,
turya,,,,,,,,,
tusara,,,,,,,,,
tushaar,,,,,,,,,
tushar,,,,,,,,,
tusharakar,,,,,,,,,
tusharanshu,,,,,,,,,
tusharkana,,,,,,,,,
tusharkanti,,,,,,,,,
tusharsuvra,,,,,,,,,
tushina,,,,,,,,,
tushit,,,,,,,,,
tushita,,,,,,,,,
tushiva,,,,,,,,,
tulsiram,,,,,,,,,
tulsidas,,,,,,,,,
triyama,,,,,,,,,
trushika,,,,,,,,,
tufan,,,,,,,,,
trushti,,,,,,,,,
trushnika,,,,,,,,,
trushni,,,,,,,,,
trushnali,,,,,,,,,
trushna,,,,,,,,,
trusha,,,,,,,,,
tulsidaas,,,,,,,,,
trusa,,,,,,,,,
truptu,,,,,,,,,
truptesh,,,,,,,,,
truptee,,,,,,,,,
trunali,,,,,,,,,
truna,,,,,,,,,
tuhar,,,,,,,,,
tuhi,,,,,,,,,
tuhin,,,,,,,,,
tuhinsurra,,,,,,,,,
tuka,,,,,,,,,
tukaram,,,,,,,,,
tuladhar,,,,,,,,,
tulaja,,,,,,,,,
tulashy,,,,,,,,,
tulasi,,,,,,,,,
tulasidas,,,,,,,,,
tulika,,,,,,,,,
tulini,,,,,,,,,
tulsabai,,,,,,,,,
tulsai,,,,,,,,,
tulshi,,,,,,,,,
tulsi,,,,,,,,,
trilokjit,,,,,,,,,
trilokesh,,,,,,,,,
trilokchand,,,,,,,,,
timit,,,,,,,,,
tipu,,,,,,,,,
tinu,,,,,,,,,
tinnu,,,,,,,,,
tina,,,,,,,,,
timothy,,,,,,,,,
timmy,,,,,,,,,
timirbaran,,,,,,,,,
tilkraj,,,,,,,,,
timirari,,,,,,,,,
timirand,,,,,,,,,
timir,,,,,,,,,
timila,,,,,,,,,
tilottma,,,,,,,,,
tilottama,,,,,,,,,
tirranand,,,,,,,,,
tirrtha,,,,,,,,,
tirth,,,,,,,,,
tirthankar,,,,,,,,,
tirthayaad,,,,,,,,,
tirthes,,,,,,,,,
tirthesh,,,,,,,,,
tirthita,,,,,,,,,
tirumala,,,,,,,,,
tirunakshatra,,,,,,,,,
tirunarayan,,,,,,,,,
tirupathi,,,,,,,,,
tirupati,,,,,,,,,
tisha,,,,,,,,,
tishan,,,,,,,,,
tishya,,,,,,,,,
tista,,,,,,,,,
tilottam,,,,,,,,,
tilk,,,,,,,,,
trilokanath,,,,,,,,,
thogai,,,,,,,,,
thulasi,,,,,,,,,
thriveni,,,,,,,,,
thrilok,,,,,,,,,
thoyalakshi,,,,,,,,,
thooyavan,,,,,,,,,
thomas,,,,,,,,,
thiruvoli,,,,,,,,,
tilika,,,,,,,,,
thirumani,,,,,,,,,
thirugnanam,,,,,,,,,
thirthesh,,,,,,,,,
thirath,,,,,,,,,
thevaram,,,,,,,,,
thevan,,,,,,,,,
thumri,,,,,,,,,
thushara,,,,,,,,,
thyagin,,,,,,,,,
tiara,,,,,,,,,
tiger,,,,,,,,,
tijil,,,,,,,,,
tika,,,,,,,,,
tikam,,,,,,,,,
tikaram,,,,,,,,,
tikeshwari,,,,,,,,,
tilabhavani,,,,,,,,,
tilak,,,,,,,,,
tilaka,,,,,,,,,
tilakavati,,,,,,,,,
tilakchand,,,,,,,,,
tilakraj,,,,,,,,,
tileshwari,,,,,,,,,
tisya,,,,,,,,,
tisyaketu,,,,,,,,,
tital,,,,,,,,,
tridham,,,,,,,,,
tridip,,,,,,,,,
tridib,,,,,,,,,
tridhatu,,,,,,,,,
tridhatri,,,,,,,,,
tridhara,,,,,,,,,
tridhaman,,,,,,,,,
tridevi,,,,,,,,,
titeeksha,,,,,,,,,
tridev,,,,,,,,,
tribhuvani,,,,,,,,,
tribhuvan,,,,,,,,,
triambika,,,,,,,,,
triambhak,,,,,,,,,
triambak,,,,,,,,,
trigarta,,,,,,,,,
trigun,,,,,,,,,
triguna,,,,,,,,,
triguni,,,,,,,,,
trigya,,,,,,,,,
trijagati,,,,,,,,,
trijal,,,,,,,,,
trijat,,,,,,,,,
trikala,,,,,,,,,
trikay,,,,,,,,,
trikaya,,,,,,,,,
trikey,,,,,,,,,
trilochan,,,,,,,,,
trilochana,,,,,,,,,
trilock,,,,,,,,,
trilocki,,,,,,,,,
trilok,,,,,,,,,
triaksha,,,,,,,,,
treya,,,,,,,,,
treeshna,,,,,,,,,
toshal,,,,,,,,,
tithavati,,,,,,,,,
tithi,,,,,,,,,
tithy,,,,,,,,,
titili,,,,,,,,,
titir,,,,,,,,,
titlee,,,,,,,,,
titli,,,,,,,,,
tiya,,,,,,,,,
todi,,,,,,,,,
tomai,,,,,,,,,
tonya,,,,,,,,,
toral,,,,,,,,,
tori,,,,,,,,,
torsha,,,,,,,,,
toshali,,,,,,,,,
treeshita,,,,,,,,,
toshan,,,,,,,,,
toshani,,,,,,,,,
toshi,,,,,,,,,
toshit,,,,,,,,,
toshita,,,,,,,,,
toshiv,,,,,,,,,
toyesh,,,,,,,,,
trailokva,,,,,,,,,
trariti,,,,,,,,,
trayambaka,,,,,,,,,
trayambaki,,,,,,,,,
trayi,,,,,,,,,
treejal,,,,,,,,,
treesha,,,,,,,,,
variman,,,,,,,,,
varin,,,,,,,,,
varindra,,,,,,,,,
visvajit,,,,,,,,,
visweswaran,,,,,,,,,
viswanth,,,,,,,,,
viswanadh,,,,,,,,,
viswa,,,,,,,,,
visvesh,,,,,,,,,
visvayu,,,,,,,,,
visu,,,,,,,,,
vishwnath,,,,,,,,,
vistarini,,,,,,,,,
vismita,,,,,,,,,
vismit,,,,,,,,,
vismaya,,,,,,,,,
vismay,,,,,,,,,
vismai,,,,,,,,,
viswraj,,,,,,,,,
vita,,,,,,,,,
vitabhay,,,,,,,,,
vitabhi,,,,,,,,,
vitaharya,,,,,,,,,
vitak,,,,,,,,,
vitap,,,,,,,,,
vitashokha,,,,,,,,,
vitath,,,,,,,,,
vitatya,,,,,,,,,
vitesh,,,,,,,,,
vitha,,,,,,,,,
vithal,,,,,,,,,
vithala,,,,,,,,,
vithaldas,,,,,,,,,
vithhal,,,,,,,,,
vithika,,,,,,,,,
visishta,,,,,,,,,
vishwjeet,,,,,,,,,
vitrishna,,,,,,,,,
vishvita,,,,,,,,,
vishwaja,,,,,,,,,
vishwaj,,,,,,,,,
vishwabhanu,,,,,,,,,
vishwaas,,,,,,,,,
vishwaamitra,,,,,,,,,
vishwa,,,,,,,,,
vishveswar,,,,,,,,,
vishweshwar,,,,,,,,,
vishvesha,,,,,,,,,
vishvesh,,,,,,,,,
vishvavati,,,,,,,,,
vishvatma,,,,,,,,,
vishvatanu,,,,,,,,,
vishvas,,,,,,,,,
vishwajeet,,,,,,,,,
vishwajit,,,,,,,,,
vishwajita,,,,,,,,,
vishwakarma,,,,,,,,,
vishwam,,,,,,,,,
vishwambhara,,,,,,,,,
vishwamitra,,,,,,,,,
vishwanath,,,,,,,,,
vishwank,,,,,,,,,
vishwankar,,,,,,,,,
vishwapati,,,,,,,,,
vishwaroop,,,,,,,,,
vishwas,,,,,,,,,
vishwatej,,,,,,,,,
vishwatma,,,,,,,,,
vishwdeep,,,,,,,,,
vishwesh,,,,,,,,,
viti,,,,,,,,,
vittal,,,,,,,,,
vishvaraj,,,,,,,,,
vrajanadan,,,,,,,,,
vrathi,,,,,,,,,
vratesh,,,,,,,,,
vrashank,,,,,,,,,
vrajraj,,,,,,,,,
vrajesh,,,,,,,,,
vrajbala,,,,,,,,,
vrajamohan,,,,,,,,,
viyon,,,,,,,,,
vrajalal,,,,,,,,,
vrajakishore,,,,,,,,,
vrajabala,,,,,,,,,
vradhika,,,,,,,,,
vohita,,,,,,,,,
viyoni,,,,,,,,,
vratya,,,,,,,,,
vridhit,,,,,,,,,
vriha,,,,,,,,,
vrijbal,,,,,,,,,
vrika,,,,,,,,,
vrinda,,,,,,,,,
vrisa,,,,,,,,,
vrisag,,,,,,,,,
vrisan,,,,,,,,,
vrisangan,,,,,,,,,
vrisapati,,,,,,,,,
vrisha,,,,,,,,,
vrishab,,,,,,,,,
vrishabh,,,,,,,,,
vrishabhaanu,,,,,,,,,
vrishag,,,,,,,,,
vrishal,,,,,,,,,
viyona,,,,,,,,,
viyog,,,,,,,,,
vittanath,,,,,,,,,
vivansh,,,,,,,,,
vivatma,,,,,,,,,
vivaswat,,,,,,,,,
vivashvati,,,,,,,,,
vivashvat,,,,,,,,,
vivash,,,,,,,,,
vivant,,,,,,,,,
vivan,,,,,,,,,
viyant,,,,,,,,,
vivam,,,,,,,,,
vivaan,,,,,,,,,
vitul,,,,,,,,,
vitti,,,,,,,,,
vitthal,,,,,,,,,
vittesh,,,,,,,,,
vivek,,,,,,,,,
vivekanand,,,,,,,,,
vivekananda,,,,,,,,,
vivekin,,,,,,,,,
vivekraj,,,,,,,,,
vividh,,,,,,,,,
vividha,,,,,,,,,
vivikvas,,,,,,,,,
vivin,,,,,,,,,
vivitsa,,,,,,,,,
vivitsu,,,,,,,,,
vivkta,,,,,,,,,
vixati,,,,,,,,,
viya,,,,,,,,,
viyan,,,,,,,,,
viyana,,,,,,,,,
viyank,,,,,,,,,
vishvaretas,,,,,,,,,
vishvapal,,,,,,,,,
varis,,,,,,,,,
virinchi,,,,,,,,,
virok,,,,,,,,,
virohin,,,,,,,,,
virohi,,,,,,,,,
virohan,,,,,,,,,
virochan,,,,,,,,,
virini,,,,,,,,,
virinch,,,,,,,,,
virendrapratap,,,,,,,,,
virikvas,,,,,,,,,
virika,,,,,,,,,
virica,,,,,,,,,
virhaan,,,,,,,,,
vireshvar,,,,,,,,,
viresh,,,,,,,,,
virrya,,,,,,,,,
virsen,,,,,,,,,
virtu,,,,,,,,,
virudh,,,,,,,,,
virudha,,,,,,,,,
viruj,,,,,,,,,
virukmat,,,,,,,,,
virupa,,,,,,,,,
virupaksa,,,,,,,,,
virupaksh,,,,,,,,,
virupaksha,,,,,,,,,
virupakshi,,,,,,,,,
virupax,,,,,,,,,
virurch,,,,,,,,,
viryaj,,,,,,,,,
viryavat,,,,,,,,,
viryvati,,,,,,,,,
virepas,,,,,,,,,
virendra,,,,,,,,,
visamaksh,,,,,,,,,
vira,,,,,,,,,
viradharm,,,,,,,,,
virabhadra,,,,,,,,,
virabala,,,,,,,,,
viraat,,,,,,,,,
viraash,,,,,,,,,
viraaj,,,,,,,,,
vir,,,,,,,,,
virender,,,,,,,,,
vipuli,,,,,,,,,
vipula,,,,,,,,,
vipul,,,,,,,,,
vipreet,,,,,,,,,
vipratam,,,,,,,,,
vipradhip,,,,,,,,,
viraja,,,,,,,,,
virajeet,,,,,,,,,
virajin,,,,,,,,,
virajit,,,,,,,,,
viral,,,,,,,,,
viralmani,,,,,,,,,
viran,,,,,,,,,
viranath,,,,,,,,,
viranchi,,,,,,,,,
virang,,,,,,,,,
viranjit,,,,,,,,,
virashri,,,,,,,,,
virat,,,,,,,,,
viratar,,,,,,,,,
viravrat,,,,,,,,,
virbhanu,,,,,,,,,
viren,,,,,,,,,
visala,,,,,,,,,
visha,,,,,,,,,
vishvanjali,,,,,,,,,
vishrut,,,,,,,,,
vishuddh,,,,,,,,,
vishu,,,,,,,,,
vishti,,,,,,,,,
vishsesh,,,,,,,,,
vishruti,,,,,,,,,
vishrutee,,,,,,,,,
vishresh,,,,,,,,,
vishnupriya,,,,,,,,,
vishravas,,,,,,,,,
vishrat,,,,,,,,,
vishranti,,,,,,,,,
vishram,,,,,,,,,
vishoka,,,,,,,,,
vishok,,,,,,,,,
vishuddhi,,,,,,,,,
vishudhir,,,,,,,,,
vishv,,,,,,,,,
vishvadev,,,,,,,,,
vishvadhar,,,,,,,,,
vishvag,,,,,,,,,
vishvahetu,,,,,,,,,
vishvajeet,,,,,,,,,
vishvajit,,,,,,,,,
vishvak,,,,,,,,,
vishvakarma,,,,,,,,,
vishvaketu,,,,,,,,,
vishvam,,,,,,,,,
vishvambar,,,,,,,,,
vishvamitra,,,,,,,,,
vishvanaath,,,,,,,,,
vishvanabh,,,,,,,,,
vishnurat,,,,,,,,,
vishnupant,,,,,,,,,
vishaal,,,,,,,,,
vishali,,,,,,,,,
vishatan,,,,,,,,,
vishanvi,,,,,,,,,
vishanu,,,,,,,,,
vishantak,,,,,,,,,
vishamaksh,,,,,,,,,
vishall,,,,,,,,,
vishalakshi,,,,,,,,,
vishnumaya,,,,,,,,,
vishalaksh,,,,,,,,,
vishala,,,,,,,,,
vishakha,,,,,,,,,
vishaka,,,,,,,,,
vishadh,,,,,,,,,
vishaalaaksh,,,,,,,,,
vishaya,,,,,,,,,
vishes,,,,,,,,,
vishesh,,,,,,,,,
visheshta,,,,,,,,,
vishikh,,,,,,,,,
vishishta,,,,,,,,,
vishita,,,,,,,,,
vishlesh,,,,,,,,,
vishmay,,,,,,,,,
vishmaya,,,,,,,,,
vishnahpu,,,,,,,,,
vishnay,,,,,,,,,
vishnudeo,,,,,,,,,
vishnudev,,,,,,,,,
vishnudeva,,,,,,,,,
vishnudutt,,,,,,,,,
vishnukant,,,,,,,,,
vrishank,,,,,,,,,
vrishanku,,,,,,,,,
vrishika,,,,,,,,,
yonita,,,,,,,,,
yug,,,,,,,,,
yudhishtar,,,,,,,,,
yousha,,,,,,,,,
yotu,,,,,,,,,
yosana,,,,,,,,,
yoosuf,,,,,,,,,
yoman,,,,,,,,,
yogita,,,,,,,,,
yokesh,,,,,,,,,
yojit,,,,,,,,,
yojana,,,,,,,,,
yohan,,,,,,,,,
yogya,,,,,,,,,
yogy,,,,,,,,,
yuga,,,,,,,,,
yugaa,,,,,,,,,
yugal,,,,,,,,,
yugam,,,,,,,,,
yugank,,,,,,,,,
yugant,,,,,,,,,
yugap,,,,,,,,,
yugini,,,,,,,,,
yugma,,,,,,,,,
yuhaan,,,,,,,,,
yujya,,,,,,,,,
yuktha,,,,,,,,,
yukthi,,,,,,,,,
yukti,,,,,,,,,
yurda,,,,,,,,,
yuti,,,,,,,,,
yutika,,,,,,,,,
yograj,,,,,,,,,
yogit,,,,,,,,,
yuval,,,,,,,,,
yasraj,,,,,,,,,
yauvan,,,,,,,,,
yatish,,,,,,,,,
yatisa,,,,,,,,,
yatin,,,,,,,,,
yatee,,,,,,,,,
yasvi,,,,,,,,,
yasoda,,,,,,,,,
yogine,,,,,,,,,
yasmin,,,,,,,,,
yashwant,,,,,,,,,
yashvi,,,,,,,,,
yashpal,,,,,,,,,
yashna,,,,,,,,,
yashka,,,,,,,,,
yavana,,,,,,,,,
yavani,,,,,,,,,
yavni,,,,,,,,,
yavnik,,,,,,,,,
yayati,,,,,,,,,
yayin,,,,,,,,,
yema,,,,,,,,,
yemaya,,,,,,,,,
yesh,,,,,,,,,
yeshna,,,,,,,,,
yeshu,,,,,,,,,
yodha,,,,,,,,,
yoge,,,,,,,,,
yogee,,,,,,,,,
yoges,,,,,,,,,
yogeta,,,,,,,,,
yogik,,,,,,,,,
yuva,,,,,,,,,
yuvan,,,,,,,,,
vrishikesh,,,,,,,,,
zenoushka,,,,,,,,,
ziana,,,,,,,,,
ziah,,,,,,,,,
zia,,,,,,,,,
zhiel,,,,,,,,,
zharna,,,,,,,,,
zev,,,,,,,,,
zenobia,,,,,,,,,
zayna,,,,,,,,,
zenia,,,,,,,,,
zeeya,,,,,,,,,
zeeshaan,,,,,,,,,
zeenat,,,,,,,,,
zeena,,,,,,,,,
zeel,,,,,,,,,
ziara,,,,,,,,,
zilmil,,,,,,,,,
zinal,,,,,,,,,
zita,,,,,,,,,
zivah,,,,,,,,,
zoey,,,,,,,,,
zohara,,,,,,,,,
zohra,,,,,,,,,
zol,,,,,,,,,
zora,,,,,,,,,
zoya,,,,,,,,,
zuha,,,,,,,,,
zuhi,,,,,,,,,
zuleika,,,,,,,,,
zulekha,,,,,,,,,
zulema,,,,,,,,,
zunzharrao,,,,,,,,,
zebidiah,,,,,,,,,
zayd,,,,,,,,,
yuvani,,,,,,,,,
yuvraj,,,,,,,,,
zaina,,,,,,,,,
zaida,,,,,,,,,
zahir,,,,,,,,,
zaheera,,,,,,,,,
zaan,,,,,,,,,
yuwraj,,,,,,,,,
yuvina,,,,,,,,,
zayana,,,,,,,,,
yuvin,,,,,,,,,
yuvika,,,,,,,,,
yuvik,,,,,,,,,
yuvesh,,,,,,,,,
yuvati,,,,,,,,,
yuvank,,,,,,,,,
zakiyaa,,,,,,,,,
zalak,,,,,,,,,
zalika,,,,,,,,,
zameer,,,,,,,,,
zamir,,,,,,,,,
zanie,,,,,,,,,
zankhana,,,,,,,,,
zankhna,,,,,,,,,
zara,,,,,,,,,
zaran,,,,,,,,,
zareen,,,,,,,,,
zarina,,,,,,,,,
zarinaa,,,,,,,,,
zarir,,,,,,,,,
zarna,,,,,,,,,
zashi,,,,,,,,,
zaver,,,,,,,,,
yashi,,,,,,,,,
yashas,,,,,,,,,
yashan,,,,,,,,,
vyomaang,,,,,,,,,
vyshakh,,,,,,,,,
vyomini,,,,,,,,,
vyomi,,,,,,,,,
vyomesh,,,,,,,,,
vyomdev,,,,,,,,,
vyomakesh,,,,,,,,,
vyom,,,,,,,,,
vyansh,,,,,,,,,
vyjayanthimala,,,,,,,,,
vyatharana,,,,,,,,,
vyasti,,,,,,,,,
vyashva,,,,,,,,,
vyashalani,,,,,,,,,
vyasa,,,,,,,,,
vyshnav,,,,,,,,,
vyusta,,,,,,,,,
vyusti,,,,,,,,,
wafeeq,,,,,,,,,
wajeeh,,,,,,,,,
wajeeha,,,,,,,,,
wajid,,,,,,,,,
wajir,,,,,,,,,
wakeeta,,,,,,,,,
wali,,,,,,,,,
waliyudeen,,,,,,,,,
waliyullah,,,,,,,,,
waman,,,,,,,,,
wamanreo,,,,,,,,,
wamika,,,,,,,,,
wandana,,,,,,,,,
wani,,,,,,,,,
vyapti,,,,,,,,,
vyansa,,,,,,,,,
yashada,,,,,,,,,
vritt,,,,,,,,,
vrunali,,,,,,,,,
vruksha,,,,,,,,,
vrujesh,,,,,,,,,
vrujal,,,,,,,,,
vruha,,,,,,,,,
vritti,,,,,,,,,
vritika,,,,,,,,,
vyankat,,,,,,,,,
vrithika,,,,,,,,,
vritee,,,,,,,,,
vristi,,,,,,,,,
vrisini,,,,,,,,,
vrishti,,,,,,,,,
vrishni,,,,,,,,,
vrund,,,,,,,,,
vrunda,,,,,,,,,
vrush,,,,,,,,,
vrusha,,,,,,,,,
vrushabh,,,,,,,,,
vrushal,,,,,,,,,
vrushali,,,,,,,,,
vrushila,,,,,,,,,
vrushni,,,,,,,,,
vruttika,,,,,,,,,
vruxa,,,,,,,,,
vulmi,,,,,,,,,
vumika,,,,,,,,,
vyabhas,,,,,,,,,
vyaka,,,,,,,,,
vyan,,,,,,,,,
vyanjana,,,,,,,,,
warda,,,,,,,,,
waris,,,,,,,,,
warsa,,,,,,,,,
yajat,,,,,,,,,
yakshu,,,,,,,,,
yakshit,,,,,,,,,
yajnesh,,,,,,,,,
yajit,,,,,,,,,
yajin,,,,,,,,,
yajatra,,,,,,,,,
yajaniy,,,,,,,,,
warsha,,,,,,,,,
yajan,,,,,,,,,
yajak,,,,,,,,,
yaj,,,,,,,,,
yahvi,,,,,,,,,
yagyesh,,,,,,,,,
yagya,,,,,,,,,
yalini,,,,,,,,,
yamal,,,,,,,,,
yami,,,,,,,,,
yamika,,,,,,,,,
yaminee,,,,,,,,,
yamini,,,,,,,,,
yamir,,,,,,,,,
yammini,,,,,,,,,
yamni,,,,,,,,,
yamuna,,,,,,,,,
yamuni,,,,,,,,,
yamya,,,,,,,,,
yana,,,,,,,,,
yansh,,,,,,,,,
yanvi,,,,,,,,,
yara,,,,,,,,,
yasesh,,,,,,,,,
yagnika,,,,,,,,,
yagnesh,,,,,,,,,
yagini,,,,,,,,,
yaadavi,,,,,,,,,
wasan,,,,,,,,,
wasudeo,,,,,,,,,
wasudev,,,,,,,,,
widit,,,,,,,,,
widya,,,,,,,,,
wira,,,,,,,,,
wivan,,,,,,,,,
wridhima,,,,,,,,,
writi,,,,,,,,,
wrushali,,,,,,,,,
wruthak,,,,,,,,,
xama,,,,,,,,,
xsam,,,,,,,,,
xyla,,,,,,,,,
yaadvy,,,,,,,,,
yaganya,,,,,,,,,
yaashvi,,,,,,,,,
yachana,,,,,,,,,
yachika,,,,,,,,,
yacika,,,,,,,,,
yad,,,,,,,,,
yadanvi,,,,,,,,,
yadav,,,,,,,,,
yadavi,,,,,,,,,
yadnesh,,,,,,,,,
yadney,,,,,,,,,
yadnika,,,,,,,,,
yadu,,,,,,,,,
yaduraj,,,,,,,,,
yaduvir,,,,,,,,,
vipra,,,,,,,,,
vipodha,,,,,,,,,
viplav,,,,,,,,,
veduk,,,,,,,,,
veeha,,,,,,,,,
veedhi,,,,,,,,,
vedwanti,,,,,,,,,
vedvika,,,,,,,,,
vedvik,,,,,,,,,
vedvalli,,,,,,,,,
vedraj,,,,,,,,,
vedit,,,,,,,,,
vedprakash,,,,,,,,,
vedparkash,,,,,,,,,
vedomohan,,,,,,,,,
vedoday,,,,,,,,,
vedna,,,,,,,,,
vedmohan,,,,,,,,,
veehan,,,,,,,,,
veejay,,,,,,,,,
veekshita,,,,,,,,,
veemala,,,,,,,,,
veena,,,,,,,,,
veenapani,,,,,,,,,
veenay,,,,,,,,,
veenit,,,,,,,,,
veerabhadra,,,,,,,,,
veeramagal,,,,,,,,,
veerangana,,,,,,,,,
veeranna,,,,,,,,,
veerasundari,,,,,,,,,
veerbhadra,,,,,,,,,
veerendra,,,,,,,,,
veeresh,,,,,,,,,
veerkumar,,,,,,,,,
veditha,,,,,,,,,
vedisha,,,,,,,,,
veerta,,,,,,,,,
vedatmane,,,,,,,,,
vedeesha,,,,,,,,,
vedbhushan,,,,,,,,,
vedavyaas,,,,,,,,,
vedavridh,,,,,,,,,
vedavrata,,,,,,,,,
vedavathy,,,,,,,,,
vedatman,,,,,,,,,
vedish,,,,,,,,,
vedasyaa,,,,,,,,,
vedasya,,,,,,,,,
vedasree,,,,,,,,,
vedashya,,,,,,,,,
vedashva,,,,,,,,,
vedashri,,,,,,,,,
vedehi,,,,,,,,,
vedesh,,,,,,,,,
vedeshva,,,,,,,,,
vedeshwar,,,,,,,,,
vedh,,,,,,,,,
vedha,,,,,,,,,
vedhantika,,,,,,,,,
vedhas,,,,,,,,,
vedhashree,,,,,,,,,
vedhasree,,,,,,,,,
vedhasya,,,,,,,,,
vedhika,,,,,,,,,
vedic,,,,,,,,,
vedica,,,,,,,,,
vedie,,,,,,,,,
vedik,,,,,,,,,
vedika,,,,,,,,,
veerottam,,,,,,,,,
veeru,,,,,,,,,
vibhuti,,,,,,,,,
vibhali,,,,,,,,,
vibhat,,,,,,,,,
vibhasvati,,,,,,,,,
vibhasit,,,,,,,,,
vibhas,,,,,,,,,
vibhansh,,,,,,,,,
vibhangini,,,,,,,,,
vibhakti,,,,,,,,,
viamrsh,,,,,,,,,
vibhakar,,,,,,,,,
vibhaavasu,,,,,,,,,
vibhaakar,,,,,,,,,
vibha,,,,,,,,,
vibali,,,,,,,,,
viann,,,,,,,,,
vibhav,,,,,,,,,
vibhavan,,,,,,,,,
vibhavari,,,,,,,,,
vibhavasu,,,,,,,,,
vibhavati,,,,,,,,,
vibhawari,,,,,,,,,
vibheet,,,,,,,,,
vibheeta,,,,,,,,,
vibhishan,,,,,,,,,
vibhore,,,,,,,,,
vibhraj,,,,,,,,,
vibhrasti,,,,,,,,,
vibhumat,,,,,,,,,
vibhusha,,,,,,,,,
vibhushana,,,,,,,,,
vibhushnu,,,,,,,,,
vibhusnu,,,,,,,,,
vian,,,,,,,,,
viaansh,,,,,,,,,
veeshali,,,,,,,,,
veishali,,,,,,,,,
venah,,,,,,,,,
velumani,,,,,,,,,
velli,,,,,,,,,
velan,,,,,,,,,
vela,,,,,,,,,
veja,,,,,,,,,
veidika,,,,,,,,,
viaana,,,,,,,,,
veida,,,,,,,,,
vehant,,,,,,,,,
vehan,,,,,,,,,
vegin,,,,,,,,,
vegavati,,,,,,,,,
vegavan,,,,,,,,,
vendan,,,,,,,,,
venika,,,,,,,,,
venimadhav,,,,,,,,,
venkat,,,,,,,,,
venkatesh,,,,,,,,,
vennela,,,,,,,,,
vennu,,,,,,,,,
venpirai,,,,,,,,,
venuka,,,,,,,,,
venunath,,,,,,,,,
venya,,,,,,,,,
verang,,,,,,,,,
vetali,,,,,,,,,
vetravati,,,,,,,,,
veybhavi,,,,,,,,,
veydant,,,,,,,,,
viaan,,,,,,,,,
vedashree,,,,,,,,,
vedasar,,,,,,,,,
vedarth,,,,,,,,,
vasanta,,,,,,,,,
vasati,,,,,,,,,
vasantrao,,,,,,,,,
vasantika,,,,,,,,,
vasanti,,,,,,,,,
vasantha,,,,,,,,,
vasantabrabha,,,,,,,,,
vasana,,,,,,,,,
varunavi,,,,,,,,,
varutri,,,,,,,,,
varutra,,,,,,,,,
varuth,,,,,,,,,
varunkumar,,,,,,,,,
varunika,,,,,,,,,
varuni,,,,,,,,,
vasatika,,,,,,,,,
vasav,,,,,,,,,
vasava,,,,,,,,,
vasavaj,,,,,,,,,
vasavi,,,,,,,,,
vashant,,,,,,,,,
vashanti,,,,,,,,,
vashisht,,,,,,,,,
vashishta,,,,,,,,,
vashnie,,,,,,,,,
vashti,,,,,,,,,
vashu,,,,,,,,,
vashudev,,,,,,,,,
vashudha,,,,,,,,,
vasoo,,,,,,,,,
vastal,,,,,,,,,
vastavi,,,,,,,,,
varunesh,,,,,,,,,
